"id"	"governement_work"	"occupation"	"capital_gain"	"capital_loss"	"hours_per_week"
"2604"	2296	"Private"	"Handlers cleaners"	0	0	60
"2605"	2339	"Self emp inc"	"Prof specialty"	0	0	60
"2606"	2422	"Private"	"Exec managerial"	0	0	60
"2607"	2446	"Private"	"Craft repair"	0	0	60
"2608"	2495	"Private"	"Craft repair"	0	0	60
"2609"	2531	"Private"	"Exec managerial"	0	1887	60
"2610"	2540	"Self emp not inc"	"Other service"	0	0	60
"2611"	2561	"Self emp not inc"	"Sales"	3137	0	60
"2612"	2569	"Private"	"Prof specialty"	0	0	60
"2613"	2584	"Private"	"Exec managerial"	0	0	60
"2614"	2590	"Self emp inc"	"Exec managerial"	0	1902	60
"2615"	2599	"Private"	"Exec managerial"	0	0	60
"2616"	2608	"State gov"	"Prof specialty"	7688	0	60
"2617"	969	"Private"	"Other service"	0	0	62
"2618"	1946	"Private"	"Prof specialty"	0	0	62
"2619"	550	"Self emp not inc"	"Sales"	0	0	63
"2620"	588	"Self emp inc"	"Exec managerial"	0	0	63
"2621"	688	"Self emp not inc"	"Sales"	0	0	63
"2622"	1882	"Private"	"Prof specialty"	0	0	64
"2623"	186	"Self emp inc"	"Exec managerial"	0	0	65
"2624"	569	"Private"	"Prof specialty"	0	0	65
"2625"	732	"Self emp not inc"	"Craft repair"	0	0	65
"2626"	1321	"Private"	"Exec managerial"	0	0	65
"2627"	1395	"Private"	"Farming fishing"	0	0	65
"2628"	1567	"Private"	"Exec managerial"	2885	0	65
"2629"	1649	"Local gov"	"Craft repair"	0	0	65
"2630"	1704	"Private"	"Farming fishing"	0	0	65
"2631"	1770	"Self emp not inc"	"Other service"	0	0	65
"2632"	1777	"Private"	"Exec managerial"	10520	0	65
"2633"	2241	"Private"	"Transport moving"	0	1579	65
"2634"	2648	"Private"	"Exec managerial"	0	0	65
"2635"	807	"Self emp not inc"	"Craft repair"	0	0	66
"2636"	2359	"Private"	"Craft repair"	0	0	66
"2637"	2373	"Private"	"Farming fishing"	0	0	66
"2638"	2444	"Private"	"Other service"	0	0	66
"2639"	2603	"Private"	"Prof specialty"	0	0	66
"2640"	1640	"Self emp not inc"	"Exec managerial"	7688	0	67
"2641"	1698	"Private"	"Prof specialty"	0	2415	67
"2642"	76	"Private"	"Craft repair"	0	0	70
"2643"	110	"Self emp not inc"	"Exec managerial"	0	1564	70
"2644"	122	"Private"	"Other service"	2407	0	70
"2645"	435	"Private"	"Adm clerical"	0	0	70
"2646"	514	"Self emp inc"	"Exec managerial"	0	0	70
"2647"	531	"Private"	"Transport moving"	0	1902	70
"2648"	849	"Self emp inc"	"Exec managerial"	0	0	70
"2649"	1150	"Self emp not inc"	"Sales"	0	0	70
"2650"	1152	"Private"	"Craft repair"	0	0	70
"2651"	1218	"Self emp not inc"	"Exec managerial"	0	0	70
"2652"	1268	"State gov"	"Prof specialty"	0	1887	70
"2653"	1293	"Private"	"Exec managerial"	0	2415	70
"2654"	1412	"Self emp not inc"	"Craft repair"	15024	0	70
"2655"	1641	"Self emp not inc"	"Farming fishing"	0	0	70
"2656"	1701	"Private"	"Craft repair"	0	0	70
"2657"	1885	"Self emp inc"	"Sales"	0	0	70
"2658"	2254	"Self emp not inc"	"Other service"	0	0	70
"2659"	2301	"Private"	"Prof specialty"	0	0	70
"2660"	2333	"Self emp not inc"	"Prof specialty"	99999	0	70
"2661"	2335	"Federal gov"	"Exec managerial"	0	0	70
"2662"	2456	"Private"	"Craft repair"	0	0	70
"2663"	2526	"Self emp inc"	"Machine op inspct"	0	0	70
"2664"	2646	"Private"	"Exec managerial"	3411	0	70
"2665"	39	"Private"	"Handlers cleaners"	0	0	72
"2666"	576	"Private"	"Transport moving"	0	0	72
"2667"	613	"State gov"	"Prof specialty"	0	0	72
"2668"	870	"Private"	"Other service"	0	0	72
"2669"	951	"Private"	"Craft repair"	0	0	72
"2670"	2050	"Private"	"Exec managerial"	0	0	72
"2671"	2115	"Private"	"Craft repair"	0	0	72
"2672"	2686	"Private"	"Craft repair"	0	0	72
"2673"	2688	"Private"	"Craft repair"	0	0	72
"2674"	2700	"Private"	"Other service"	0	0	72
"2675"	26	"Self emp inc"	"Exec managerial"	0	0	75
"2676"	67	"Self emp not inc"	"Other service"	0	0	75
"2677"	209	"Private"	"Other service"	0	0	75
"2678"	586	"Self emp not inc"	"Exec managerial"	0	0	75
"2679"	697	"Self emp not inc"	"Transport moving"	0	0	75
"2680"	1317	"Private"	"Machine op inspct"	0	0	75
"2681"	2270	"Private"	"Other service"	0	0	75
"2682"	2693	"Private"	"Machine op inspct"	0	0	75
"2683"	395	"Self emp not inc"	"Sales"	3137	0	77
"2684"	904	"Private"	"Farming fishing"	0	0	77
"2685"	1700	"Private"	"Farming fishing"	0	0	77
"2686"	111	"Self emp inc"	"Other service"	0	0	78
"2687"	351	NA	NA	0	0	80
"2688"	544	"Self emp inc"	"Prof specialty"	99999	0	80
"2689"	641	"Self emp not inc"	"Machine op inspct"	0	0	80
"2690"	723	"Self emp not inc"	"Farming fishing"	0	0	80
"2691"	1827	"Private"	"Other service"	0	0	80
"2692"	1916	"Self emp not inc"	"Other service"	3464	0	80
"2693"	2009	"Self emp not inc"	"Sales"	0	0	80
"2694"	264	"Self emp inc"	"Sales"	0	2179	84
"2695"	311	"Self emp inc"	"Exec managerial"	0	0	84
"2696"	996	"Private"	"Transport moving"	0	0	84
"2697"	1566	"Private"	"Other service"	0	0	84
"2698"	1849	"Private"	"Farming fishing"	3942	0	84
"2699"	493	"Private"	"Farming fishing"	0	0	85
"2700"	1271	"Private"	"Farming fishing"	0	0	96
"2701"	2243	"Self emp inc"	"Sales"	0	0	98
"2702"	834	"Private"	"Prof specialty"	0	0	99
"2703"	1064	"Private"	"Prof specialty"	0	0	99
"2704"	1166	"Private"	"Prof specialty"	0	0	99
"2705"	1464	"Self emp not inc"	"Other service"	0	0	99
"2706"	2012	"Self emp inc"	"Exec managerial"	0	0	99
