"id"	"age"	"gender"	"education"	"marital_status"	"relationship"	"ethnicity"
"959"	2470	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"960"	2472	30	"Female"	"HS to grad"	"Never married"	"Own child"	"White"
"961"	2491	30	"Male"	"Masters"	"Never married"	"Unmarried"	"White"
"962"	2561	30	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"963"	2574	30	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"964"	2582	30	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"965"	2664	30	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"White"
"966"	2701	30	"Male"	"11th"	"Married spouse absent"	"Not in family"	"White"
"967"	49	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"968"	59	31	"Female"	"Bachelors"	"Widowed"	"Unmarried"	"White"
"969"	62	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"970"	86	31	"Male"	"Doctorate"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"971"	91	31	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"972"	92	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"973"	115	31	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"974"	134	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"975"	173	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"976"	233	31	"Female"	"Preschool"	"Never married"	"Other relative"	"White"
"977"	258	31	"Male"	"Doctorate"	"Never married"	"Not in family"	"White"
"978"	280	31	"Female"	"7th to 8th"	"Never married"	"Not in family"	"White"
"979"	291	31	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"980"	307	31	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"Amer Indian Eskimo"
"981"	356	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"982"	360	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"983"	396	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"984"	480	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"985"	514	31	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"986"	526	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"987"	587	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"988"	597	31	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"989"	673	31	"Female"	"HS to grad"	"Never married"	"Own child"	"Asian Pac Islander"
"990"	730	31	"Female"	"HS to grad"	"Divorced"	"Not in family"	"White"
"991"	731	31	"Female"	"HS to grad"	"Married spouse absent"	"Other relative"	"Black"
"992"	735	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Other"
"993"	737	31	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"994"	863	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"995"	894	31	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"996"	980	31	"Male"	"9th"	"Never married"	"Not in family"	"White"
"997"	1020	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"998"	1078	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"999"	1106	31	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1000"	1119	31	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"1001"	1132	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1002"	1157	31	"Female"	"1st to 4th"	"Never married"	"Other relative"	"White"
"1003"	1188	31	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"1004"	1220	31	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"1005"	1293	31	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1006"	1299	31	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"1007"	1304	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1008"	1319	31	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"1009"	1383	31	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1010"	1395	31	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"1011"	1414	31	"Male"	"1st to 4th"	"Separated"	"Unmarried"	"White"
"1012"	1469	31	"Female"	"Assoc to acdm"	"Divorced"	"Unmarried"	"White"
"1013"	1494	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Other"
"1014"	1561	31	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1015"	1576	31	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1016"	1594	31	"Female"	"7th to 8th"	"Never married"	"Not in family"	"Other"
"1017"	1623	31	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"1018"	1703	31	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1019"	1740	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1020"	1776	31	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1021"	1827	31	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"1022"	1879	31	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1023"	1880	31	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1024"	1897	31	"Male"	"5th to 6th"	"Never married"	"Own child"	"White"
"1025"	1917	31	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"1026"	1918	31	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1027"	2008	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1028"	2010	31	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1029"	2011	31	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"1030"	2031	31	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"1031"	2082	31	"Male"	"5th to 6th"	"Never married"	"Own child"	"White"
"1032"	2108	31	"Female"	"Some to college"	"Divorced"	"Unmarried"	"Black"
"1033"	2124	31	"Male"	"Some to college"	"Separated"	"Unmarried"	"Asian Pac Islander"
"1034"	2130	31	"Female"	"11th"	"Married spouse absent"	"Own child"	"Asian Pac Islander"
"1035"	2140	31	"Female"	"Assoc to acdm"	"Never married"	"Other relative"	"Asian Pac Islander"
"1036"	2165	31	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"1037"	2178	31	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1038"	2198	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1039"	2249	31	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"1040"	2284	31	"Male"	"11th"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"1041"	2307	31	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1042"	2314	31	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"1043"	2355	31	"Male"	"Some to college"	"Never married"	"Unmarried"	"White"
"1044"	2378	31	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1045"	2436	31	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1046"	2465	31	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1047"	2508	31	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"1048"	2592	31	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"1049"	2627	31	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1050"	55	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1051"	70	32	"Male"	"Bachelors"	"Married civ spouse"	"Other relative"	"White"
"1052"	76	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1053"	103	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1054"	109	32	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"1055"	151	32	"Male"	"Some to college"	"Divorced"	"Other relative"	"White"
"1056"	154	32	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"1057"	251	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1058"	302	32	"Female"	"Bachelors"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"1059"	344	32	"Female"	"HS to grad"	"Never married"	"Other relative"	"Black"
"1060"	345	32	"Male"	"12th"	"Married civ spouse"	"Husband"	"White"
"1061"	432	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Other"
"1062"	456	32	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1063"	470	32	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1064"	524	32	"Male"	"Some to college"	"Never married"	"Not in family"	"Black"
"1065"	548	32	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1066"	576	32	"Male"	"HS to grad"	"Married civ spouse"	"Own child"	"White"
"1067"	603	32	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1068"	631	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1069"	643	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Other"
"1070"	694	32	"Male"	"Some to college"	"Divorced"	"Unmarried"	"Black"
"1071"	702	32	"Male"	"10th"	"Never married"	"Own child"	"White"
"1072"	736	32	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"White"
"1073"	792	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1074"	824	32	"Male"	"12th"	"Married civ spouse"	"Other relative"	"White"
"1075"	849	32	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"1076"	939	32	"Female"	"Preschool"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1077"	1001	32	"Male"	"12th"	"Divorced"	"Own child"	"White"
"1078"	1002	32	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1079"	1049	32	"Male"	"1st to 4th"	"Never married"	"Not in family"	"Other"
"1080"	1084	32	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Amer Indian Eskimo"
"1081"	1145	32	"Female"	"9th"	"Separated"	"Unmarried"	"White"
"1082"	1195	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1083"	1202	32	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1084"	1262	32	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"1085"	1311	32	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"1086"	1324	32	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1087"	1347	32	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1088"	1416	32	"Male"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"1089"	1443	32	"Female"	"7th to 8th"	"Never married"	"Not in family"	"White"
"1090"	1523	32	"Female"	"9th"	"Separated"	"Unmarried"	"Other"
"1091"	1535	32	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1092"	1609	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1093"	1643	32	"Female"	"Some to college"	"Never married"	"Other relative"	"White"
"1094"	1666	32	"Male"	"Some to college"	"Married spouse absent"	"Not in family"	"White"
"1095"	1711	32	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1096"	1718	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"1097"	1764	32	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"White"
"1098"	1766	32	"Male"	"Bachelors"	"Divorced"	"Unmarried"	"Asian Pac Islander"
"1099"	1842	32	"Male"	"5th to 6th"	"Separated"	"Other relative"	"White"
"1100"	1873	32	"Female"	"Some to college"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"1101"	1877	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1102"	2021	32	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"1103"	2030	32	"Male"	"Preschool"	"Married civ spouse"	"Husband"	"White"
"1104"	2115	32	"Male"	"Some to college"	"Never married"	"Unmarried"	"White"
"1105"	2143	32	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1106"	2164	32	"Female"	"Some to college"	"Married civ spouse"	"Own child"	"White"
"1107"	2186	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1108"	2269	32	"Female"	"9th"	"Separated"	"Unmarried"	"White"
"1109"	2285	32	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1110"	2296	32	"Female"	"HS to grad"	"Separated"	"Unmarried"	"Asian Pac Islander"
"1111"	2298	32	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"1112"	2317	32	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1113"	2325	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1114"	2352	32	"Female"	"11th"	"Separated"	"Unmarried"	"White"
"1115"	2358	32	"Male"	"5th to 6th"	"Married spouse absent"	"Other relative"	"White"
"1116"	2383	32	"Male"	"11th"	"Never married"	"Not in family"	"Asian Pac Islander"
"1117"	2392	32	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"1118"	2473	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1119"	2506	32	"Female"	"Assoc to acdm"	"Never married"	"Not in family"	"Black"
"1120"	2530	32	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1121"	2544	32	"Female"	"11th"	"Never married"	"Unmarried"	"Black"
"1122"	2668	32	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1123"	2706	32	"Male"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"1124"	17	33	"Female"	"Bachelors"	"Never married"	"Other relative"	"Asian Pac Islander"
"1125"	42	33	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1126"	74	33	"Female"	"1st to 4th"	"Married spouse absent"	"Not in family"	"White"
"1127"	97	33	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1128"	188	33	"Male"	"Some to college"	"Never married"	"Own child"	"Asian Pac Islander"
"1129"	277	33	"Male"	"Preschool"	"Married civ spouse"	"Husband"	"White"
"1130"	311	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1131"	327	33	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"1132"	351	33	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"1133"	354	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1134"	367	33	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1135"	386	33	"Male"	"HS to grad"	"Never married"	"Not in family"	"Black"
"1136"	412	33	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"1137"	422	33	"Male"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"1138"	428	33	"Male"	"1st to 4th"	"Married spouse absent"	"Not in family"	"White"
"1139"	473	33	"Male"	"HS to grad"	"Separated"	"Unmarried"	"White"
"1140"	503	33	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1141"	552	33	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1142"	648	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Other"
"1143"	664	33	"Male"	"7th to 8th"	"Separated"	"Not in family"	"White"
"1144"	674	33	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1145"	764	33	"Female"	"Masters"	"Never married"	"Not in family"	"White"
"1146"	772	33	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"1147"	804	33	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"1148"	805	33	"Female"	"HS to grad"	"Separated"	"Unmarried"	"Asian Pac Islander"
"1149"	823	33	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1150"	837	33	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1151"	859	33	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"1152"	873	33	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"1153"	879	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1154"	909	33	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"1155"	910	33	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"1156"	917	33	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"1157"	928	33	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1158"	933	33	"Male"	"5th to 6th"	"Married spouse absent"	"Unmarried"	"Other"
"1159"	935	33	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1160"	999	33	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1161"	1090	33	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Other"
"1162"	1118	33	"Male"	"HS to grad"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1163"	1224	33	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"Other"
"1164"	1284	33	"Male"	"Assoc to voc"	"Never married"	"Own child"	"Asian Pac Islander"
"1165"	1315	33	"Female"	"Assoc to voc"	"Divorced"	"Not in family"	"White"
"1166"	1326	33	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Black"
"1167"	1402	33	"Male"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"1168"	1404	33	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"White"
"1169"	1424	33	"Male"	"9th"	"Never married"	"Not in family"	"White"
"1170"	1436	33	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"1171"	1449	33	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1172"	1509	33	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"1173"	1513	33	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1174"	1529	33	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1175"	1536	33	"Male"	"5th to 6th"	"Divorced"	"Unmarried"	"White"
"1176"	1544	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1177"	1679	33	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Black"
"1178"	1706	33	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1179"	1709	33	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1180"	1715	33	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1181"	1796	33	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1182"	1800	33	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1183"	1868	33	"Male"	"7th to 8th"	"Separated"	"Not in family"	"Black"
"1184"	1878	33	"Male"	"7th to 8th"	"Never married"	"Not in family"	"White"
"1185"	1948	33	"Male"	"HS to grad"	"Never married"	"Unmarried"	"Asian Pac Islander"
"1186"	2039	33	"Male"	"9th"	"Married civ spouse"	"Other relative"	"White"
"1187"	2059	33	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"1188"	2061	33	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"1189"	2066	33	"Male"	"7th to 8th"	"Never married"	"Not in family"	"White"
"1190"	2224	33	"Male"	"1st to 4th"	"Married civ spouse"	"Not in family"	"White"
"1191"	2247	33	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1192"	2250	33	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Other"
"1193"	2313	33	"Male"	"Bachelors"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"1194"	2330	33	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"1195"	2344	33	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"1196"	2350	33	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1197"	2385	33	"Male"	"5th to 6th"	"Married spouse absent"	"Not in family"	"White"
"1198"	2397	33	"Female"	"7th to 8th"	"Never married"	"Unmarried"	"Black"
"1199"	2405	33	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1200"	2411	33	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1201"	2448	33	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1202"	2476	33	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1203"	2484	33	"Male"	"Some to college"	"Never married"	"Not in family"	"Black"
"1204"	2520	33	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1205"	2555	33	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"Other"
"1206"	2578	33	"Female"	"Bachelors"	"Separated"	"Other relative"	"Black"
"1207"	2581	33	"Female"	"Some to college"	"Never married"	"Unmarried"	"White"
